Date,market,side,,price,size,cost,hours_to_close_at_entry,Timestamp,Resolution,trade_resolved_timestamp,Payout,P&L,
2026-01-29,dota2-vg-nem-2026-01-29,YES,0.84,3.5014,2.94,1.36,2026-01-29T12:12:14.127Z,STOP_LOSS,2026-01-29T12:14:16.186Z,2.03,-0.91,-0.93,
2026-01-29,highest-temperature-in-seattle-on-january-29-54-55f,NO,0.9,3.268,2.94,0.34,2026-01-29T12:12:14.133Z,STOP_LOSS,2026-01-29T12:14:19.185Z,2.55,-0.39,-0.42,
2026-01-29,cwbb-arkst-gast-2026-01-29,YES,0.9,7.9365,7.14,3.38,2026-01-29T12:38:21.115Z,STOP_LOSS,2026-01-29T12:40:24.264Z,3.65,-3.49,-3.53,
2026-01-29,sol-updown-4h-1769677200,NO,0.83,8.6059,7.14,0.42,2026-01-29T12:38:21.112Z,STOP_LOSS,2026-01-29T12:44:22.212Z,8.2,1.06,0.98,
2026-01-29,cwbb-arkst-gast-2026-01-29,YES,0.9,7.9365,7.14,3.38,2026-01-29T12:47:23.430Z,STOP_LOSS,2026-01-29T12:49:26.338Z,4.68,-2.46,-2.51,
2026-01-29,bitcoin-above-84k-on-january-29,YES,0.917,4.5438,4.17,1.03,2026-01-29T15:59:54.463Z,STOP_LOSS,2026-01-29T16:09:57.907Z,3.57,-0.6,-0.63,
2026-01-29,will-the-price-of-ethereum-be-between-2700-2800-on-january-29,NO,0.875,4.7619,4.17,1.03,2026-01-29T15:59:54.464Z,STOP_LOSS,2026-01-29T16:13:57.658Z,1.96,-2.21,-2.23,
2026-01-29,egy1-mos-iss-2026-01-29-total-3pt5,NO,0.96,4.3403,4.17,2.04,2026-01-29T15:59:54.462Z,STOP_LOSS,2026-01-29T17:09:56.180Z,0.17,-3.99,-3.99,
break,,,,,,,,,,,,,
2026-01-29,spl-fat-ith-2026-01-29-fat,NO,0.85,4.5249,3.85,1.09,2026-01-29T13:54:33.048Z,STOP_LOSS,2026-01-29T15:04:36.333Z,3.67,-0.18,-0.22,NO
2026-01-29,will-the-price-of-xrp-be-between-1pt80-1pt90-on-january-29,YES,0.87,4.4209,3.85,3.09,2026-01-29T13:54:33.047Z,STOP_LOSS,2026-01-29T15:20:34.823Z,3.01,-0.84,-0.87,YES
2026-01-29,spl-fat-ith-2026-01-29-draw,NO,0.81,4.7483,3.85,1.09,2026-01-29T13:54:33.048Z,STOP_LOSS,2026-01-29T15:28:35.824Z,3.94,0.09,0.06,YES
2026-01-29,egy1-enp-sms-2026-01-29-total-3pt5,NO,0.91,4.2265,3.85,1.1,2026-01-29T13:54:33.047Z,STOP_LOSS,2026-01-29T15:08:34.515Z,0.04,-3.8,-3.8,NO
2026-01-29,xrp-up-or-down-on-january-29,NO,0.95,4.0486,3.85,3.11,2026-01-29T13:54:33.047Z,NO,2026-01-29T19:08:37.014Z,4.05,0.2,0.16,
2026-01-29,spl-haz-sha-2026-01-29-total-4pt5,NO,0.85,4.5249,3.85,3.59,2026-01-29T13:54:33.048Z,STOP_LOSS,2026-01-29T19:08:38.133Z,3.98,0.14,0.1,NO
2026-01-29,xrp-above-1pt9-on-january-29,NO,0.89,4.3215,3.85,3.1,2026-01-29T13:54:33.047Z,NO,2026-01-29T19:16:37.302Z,4.32,0.48,0.43,
2026-01-26,xrp-updown-15m-1769423400,YES,0.89,3.5112,3.13,0.07,2026-01-26T10:41:47.048Z,YES,2026-01-26T10:51:48.013Z,3.51,0.39,0.35,
2026-01-26,solana-up-or-down-january-26-5am-et,YES,0.978,3.1953,3.13,0.31,2026-01-26T10:41:47.050Z,YES,2026-01-26T12:05:55.101Z,3.2,0.07,0.04,
2026-01-29,spl-qad-hil-2026-01-29-total-1pt5,YES,0.87,4.4209,3.85,3.59,2026-01-29T13:54:33.048Z,YES,2026-01-29T20:04:37.703Z,4.42,0.57,0.53,
2026-01-26,lol-nsea-hle-2026-01-26,YES,0.89,3.5112,3.13,3.31,2026-01-26T10:41:47.050Z,YES,2026-01-26T14:03:58.792Z,3.51,0.39,0.35,
2026-01-29,will-the-price-of-xrp-be-between-1pt90-2pt00-on-january-29,NO,0.88,4.3706,3.85,3.09,2026-01-29T13:54:33.047Z,NO,2026-01-29T20:32:37.837Z,4.37,0.52,0.48,
2026-01-29,will-the-price-of-ethereum-be-between-2800-2900-on-january-29,NO,0.89,4.3215,3.85,3.09,2026-01-29T13:54:33.047Z,STOP_LOSS,2026-01-29T14:36:34.967Z,2.69,-1.16,-1.19,YES
2026-01-29,will-the-price-of-ethereum-be-between-2900-3000-on-january-29,YES,0.86,4.4723,3.85,3.09,2026-01-29T13:54:33.048Z,STOP_LOSS,2026-01-29T14:36:35.232Z,2.77,-1.07,-1.1,NO
2026-01-29,ethereum-above-2900-on-january-29,YES,0.855,4.4984,3.85,3.09,2026-01-29T13:54:33.048Z,STOP_LOSS,2026-01-29T14:36:35.508Z,2.79,-1.06,-1.09,NO
2026-01-29,spl-fat-ith-2026-01-29-total-1pt5,YES,0.87,4.4209,3.85,1.09,2026-01-29T13:54:33.048Z,STOP_LOSS,2026-01-29T14:56:35.123Z,3.58,-0.27,-0.3,YES
break ,,,,,,,,,,,-5.53,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,, ,,,,,
